Id,Label,d0,Degree,Weighted Degree,modularity_class,clustering,triangles
severe dizziness with instability in standing,severe dizziness with instability in standing,symptom,5,5,79,1,10
bleeding,bleeding,symptom,319,514,51,0.127028,6443
skin adhesion,skin adhesion,symptom,46,52,100,0.325604,337
squamous cell carcinoma,squamous cell carcinoma,symptom,22,23,100,0.281385,65
secondary infection,secondary infection,symptom,188,237,100,0.16276,2861
decreased vision,decreased vision,symptom,168,257,1,0.145922,2047
enlargement of the eyeball,enlargement of the eyeball,symptom,2,2,1,1,1
alcohol addiction,alcohol addiction,symptom,8,8,79,1,28
drowsiness,drowsiness,symptom,298,555,79,0.179739,7954
facial flushing,facial flushing,symptom,183,252,79,0.254909,4245
hallucinations,hallucinations,symptom,329,630,79,0.140411,7576
consciousness disorders,consciousness disorders,symptom,267,439,79,0.216778,7698
persistent fever,persistent fever,symptom,208,311,51,0.241174,5192
and abdominal ascites,and abdominal ascites,symptom,3,3,79,1,3
upper right abdominal pain,upper right abdominal pain,symptom,43,63,51,0.488372,441
discomfort,discomfort,symptom,288,371,51,0.115442,4771
belching,belching,symptom,225,471,51,0.17123,4315
postprandial fullness,postprandial fullness,symptom,40,50,51,0.564103,440
bleeding can cause severe pain,bleeding can cause severe pain,symptom,18,18,51,1,153
the disease often presents with solitary,the disease often presents with solitary,symptom,4,4,5,1,6
firm nodules. the lesions are typically solid,firm nodules. the lesions are typically solid,symptom,4,4,5,1,6
ranging in color from red to purple,ranging in color from red to purple,symptom,4,4,5,1,6
and can grow up to 10 cm in diameter. there is no preferential location for these lesions,and can grow up to 10 cm in diameter. there is no preferential location for these lesions,symptom,4,4,5,1,6
and they frequently recur on the skin,and they frequently recur on the skin,symptom,4,4,5,1,6
chronic fever,chronic fever,symptom,1,1,207,0,0
contact dermatitis,contact dermatitis,symptom,12,12,100,0.575758,38
catarrhal inflammation,catarrhal inflammation,symptom,8,8,100,1,28
atrophy,atrophy,symptom,24,24,25,0.304348,84
emaciation,emaciation,symptom,485,873,51,0.116469,13670
renal damage,renal damage,symptom,20,20,51,0.457895,87
and bronchial asthma,and bronchial asthma,symptom,8,8,100,1,28
lower back pain,lower back pain,symptom,302,423,80,0.124948,5679
poor appetite,poor appetite,symptom,408,756,51,0.126355,10491
top,top,symptom,5,5,79,1,10
occipital headache,occipital headache,symptom,5,5,79,1,10
reflex neuralgia,reflex neuralgia,symptom,5,5,79,1,10
olfactory disturbances,olfactory disturbances,symptom,18,19,79,0.431373,66
and postnasal drip,and postnasal drip,symptom,10,10,79,0.511111,23
fundus hemorrhage,fundus hemorrhage,symptom,43,79,1,0.351052,317
and exudation,and exudation,symptom,24,38,1,0.51087,141
difficulty exhaling,difficulty exhaling,symptom,18,18,79,0.718954,110
abnormal breathing,abnormal breathing,symptom,542,1227,79,0.093724,13741
exertional dyspnea,exertional dyspnea,symptom,127,207,79,0.363205,2906
respiratory failure,respiratory failure,symptom,363,759,79,0.165213,10855
acute respiratory distress,acute respiratory distress,symptom,30,32,79,0.586207,255
and the three concave sign,and the three concave sign,symptom,15,16,79,0.72381,76
craniofacial bone deformity,craniofacial bone deformity,symptom,8,8,31,1,28
triangular head deformity,triangular head deformity,symptom,8,8,31,1,28
developmental disorders of the brain,developmental disorders of the brain,symptom,17,17,31,0.514706,70
hook nose,hook nose,symptom,8,8,31,1,28
sparse hair,sparse hair,symptom,53,54,31,0.204644,282
microcephaly,microcephaly,symptom,96,105,31,0.185307,845
iris defects,iris defects,symptom,47,48,31,0.269195,291
aphakia with blue sclera,aphakia with blue sclera,symptom,8,8,31,1,28
microphthalmos,microphthalmos,symptom,26,26,1,0.332308,108
abnormal tooth eruption,abnormal tooth eruption,symptom,3,3,0,0.333333,1
teeth appear yellow,teeth appear yellow,symptom,2,2,0,1,1
foreign body sensation in the throat,foreign body sensation in the throat,symptom,101,135,79,0.257822,1302
painless mass in the parotid gland,painless mass in the parotid gland,symptom,8,9,59,0.5,14
facial nerve paralysis,facial nerve paralysis,symptom,51,52,59,0.191373,244
enlargement of the submandibular gland,enlargement of the submandibular gland,symptom,10,10,59,0.577778,26
respiratory alkalosis,respiratory alkalosis,symptom,41,46,79,0.523171,429
slow,slow,symptom,78,81,0,0.236097,709
regular breathing rate,regular breathing rate,symptom,12,12,79,1,66
sudden cardiac dysfunction,sudden cardiac dysfunction,symptom,12,12,79,1,66
pleural effusion due to lung cancer,pleural effusion due to lung cancer,symptom,12,12,79,1,66
abnormal breath sounds,abnormal breath sounds,symptom,43,60,79,0.52381,473
metabolic acidosis,metabolic acidosis,symptom,231,368,51,0.187578,4983
sighing respiration,sighing respiration,symptom,39,45,79,0.54251,402
occasional double vision,occasional double vision,symptom,3,3,51,1,3
and vomiting occurring under sunlight or when fatigued,and vomiting occurring under sunlight or when fatigued,symptom,3,3,51,1,3
distracted,distracted,symptom,3,3,51,1,3
productive cough,productive cough,symptom,140,238,79,0.33258,3236
diffuse or scattered reversible wheezing sounds in both lungs,diffuse or scattered reversible wheezing sounds in both lungs,symptom,26,26,0,0.584615,190
intermittent fever,intermittent fever,symptom,51,60,0,0.501176,639
detection of plasmodium in blood bone marrow or sputum smears,detection of plasmodium in blood bone marrow or sputum smears,symptom,13,13,0,1,78
increased pulmonary water content,increased pulmonary water content,symptom,81,101,79,0.355247,1151
cyclical chills,cyclical chills,symptom,13,13,0,1,78
fever with sweating as symptoms recede,fever with sweating as symptoms recede,symptom,13,13,0,1,78
alternation of cold,alternation of cold,symptom,13,13,0,1,78
heat,heat,symptom,161,221,207,0.150543,1939
general malaise,general malaise,symptom,292,549,0,0.194652,8270
increased vaginal discharge,increased vaginal discharge,symptom,226,356,80,0.104385,2654
itching,itching,symptom,658,1148,100,0.063029,13624
during pregnancy,during pregnancy,symptom,8,8,80,0.428571,12
postpartum,postpartum,symptom,4,4,80,1,6
women may experience heart pain,women may experience heart pain,symptom,4,4,80,1,6
and blood stagnation pain,and blood stagnation pain,symptom,4,4,80,1,6
dehydration,dehydration,symptom,415,850,51,0.120668,10366
accumulation of water,accumulation of water,symptom,9,9,51,1,36
sodium,sodium,symptom,26,26,207,0.747692,243
fluid imbalance,fluid imbalance,symptom,16,16,51,0.566667,68
polyuria,polyuria,symptom,406,788,51,0.126887,10432
refusal to eat,refusal to eat,symptom,94,117,79,0.380005,1661
abscess,abscess,symptom,229,358,0,0.220486,5756
cold nodules,cold nodules,symptom,13,14,100,0.551282,43
nocturia,nocturia,symptom,143,189,51,0.216685,2200
polydipsia,polydipsia,symptom,231,388,51,0.179033,4756
cutaneous calcification,cutaneous calcification,symptom,16,16,51,0.641667,77
ataxia,ataxia,symptom,476,902,31,0.098576,11144
hypercoagulable state,hypercoagulable state,symptom,36,37,80,0.484127,305
low molecular weight proteinuria,low molecular weight proteinuria,symptom,30,30,51,0.436782,190
isosthenuria,isosthenuria,symptom,12,12,51,1,66
hyponatremia,hyponatremia,symptom,120,154,51,0.241036,1721
abnormal gait,abnormal gait,symptom,221,297,31,0.134142,3261
and vomiting,and vomiting,symptom,131,177,51,0.252848,2153
lower right abdominal pain,lower right abdominal pain,symptom,50,61,51,0.404898,496
urinary incontinence,urinary incontinence,symptom,335,503,80,0.120243,6727
enuresis,enuresis,symptom,103,134,80,0.268989,1413
increased nocturia,increased nocturia,symptom,42,48,80,0.300813,259
poor development of the sacrum,poor development of the sacrum,symptom,3,3,80,1,3
and constipation,and constipation,symptom,10,11,51,0.933333,42
peripheral neuropathy manifesting as ascending paralysis,peripheral neuropathy manifesting as ascending paralysis,symptom,9,9,51,1,36
sensory abnormalities,sensory abnormalities,symptom,47,49,31,0.297872,322
disappearance of tendon reflex,disappearance of tendon reflex,symptom,53,57,31,0.387518,534
hyperhidrosis,hyperhidrosis,symptom,230,353,79,0.214467,5648
etc,etc,symptom,276,331,59,0.097207,3689
hunchback,hunchback,symptom,9,9,118,0.611111,22
spinal rigidity,spinal rigidity,symptom,13,14,118,0.551282,43
stiffness,stiffness,symptom,208,250,207,0.127741,2750
neck flexion,neck flexion,symptom,7,7,118,1,21
drooping shoulders,drooping shoulders,symptom,49,51,118,0.234694,276
narrowed,narrowed,symptom,7,7,118,1,21
flattened chest cavity,flattened chest cavity,symptom,7,7,118,1,21
protruding shoulder blades,protruding shoulder blades,symptom,7,7,118,1,21
pain in the ears,pain in the ears,symptom,29,29,79,0.568966,231
nose,nose,symptom,76,77,79,0.229825,655
eyes,eyes,symptom,98,103,59,0.198611,944
joint,joint,symptom,84,93,0,0.265921,927
sudden pain,sudden pain,symptom,56,57,51,0.311688,480
hearing loss,hearing loss,symptom,319,503,79,0.101654,5156
saddle nose deformity,saddle nose deformity,symptom,18,18,207,1,153
skin erythema,skin erythema,symptom,123,146,100,0.316273,2373
epilepsy,epilepsy,symptom,230,356,31,0.187393,4935
local tenderness,local tenderness,symptom,78,84,207,0.212787,639
nodules,nodules,symptom,730,1337,100,0.058977,15693
bone fever,bone fever,symptom,7,7,51,1,21
fever accompanied by abdominal pain,fever accompanied by abdominal pain,symptom,51,66,51,0.495686,632
fecal vomiting,fecal vomiting,symptom,17,20,51,0.639706,87
and neurogenic vomiting,and neurogenic vomiting,symptom,10,10,51,1,45
distorted vision,distorted vision,symptom,71,102,1,0.215292,535
minification of objects,minification of objects,symptom,16,20,1,0.733333,88
visual field defects,visual field defects,symptom,175,252,1,0.149097,2270
retinal detachment,retinal detachment,symptom,77,123,1,0.298701,874
pigmentation,pigmentation,symptom,201,226,100,0.094229,1894
central scotoma,central scotoma,symptom,9,9,1,1,36
and changes in refractive status,and changes in refractive status,symptom,9,9,1,1,36
proptosis,proptosis,symptom,136,202,1,0.16841,1546
chest oppression,chest oppression,symptom,129,172,79,0.295422,2439
pain radiating to the shoulders,pain radiating to the shoulders,symptom,6,6,79,1,15
back,back,symptom,154,183,0,0.148459,1749
cyanosis of lips,cyanosis of lips,symptom,143,201,79,0.252339,2562
nails,nails,symptom,76,89,79,0.385614,1099
dark red tongue or presence of petechiae,dark red tongue or presence of petechiae,symptom,6,6,79,1,15
feeling of abdominal distension,feeling of abdominal distension,symptom,8,8,51,1,28
palpable abdominal mass,palpable abdominal mass,symptom,22,23,51,0.597403,138
motor dysfunction,motor dysfunction,symptom,207,264,31,0.164673,3511
enlarged thyroid gland,enlarged thyroid gland,symptom,9,9,79,1,36
insomnia,insomnia,symptom,515,1038,79,0.104235,13796
abnormal appetite,abnormal appetite,symptom,304,538,51,0.159415,7342
hand tremors,hand tremors,symptom,51,59,79,0.408627,521
difficulties in infant feeding,difficulties in infant feeding,symptom,33,36,51,0.549242,290
abnormal physique,abnormal physique,symptom,41,41,0,0.467073,383
skin of metallic color or slate grey,skin of metallic color or slate grey,symptom,7,7,51,1,21
rash,rash,symptom,287,528,0,0.19941,8184
arthralgia,arthralgia,symptom,173,290,0,0.311265,4631
upper abdominal mass,upper abdominal mass,symptom,40,57,51,0.616667,481
precocious puberty,precocious puberty,symptom,134,168,31,0.167658,1494
cerebral dysfunction,cerebral dysfunction,symptom,40,44,31,0.397436,310
reduced intelligence,reduced intelligence,symptom,91,103,31,0.241026,987
frequent urination accompanied by urgent urination,frequent urination accompanied by urgent urination,symptom,4,4,80,1,6
hematospermia,hematospermia,symptom,41,46,80,0.326829,268
enlargement of the seminal vesicles,enlargement of the seminal vesicles,symptom,8,9,80,0.607143,17
and decreased sexual desire,and decreased sexual desire,symptom,4,4,80,1,6
subcutaneous nodules on the external genitalia,subcutaneous nodules on the external genitalia,symptom,8,8,25,1,28
single or multiple,single or multiple,symptom,8,8,25,1,28
not adherent to the skin,not adherent to the skin,symptom,29,32,25,0.216749,88
mucosa,mucosa,symptom,43,43,51,0.603544,545
leading to ulceration,leading to ulceration,symptom,17,17,25,0.470588,64
granulation,granulation,symptom,8,8,25,1,28
clean surface with bright red granulation tissues,clean surface with bright red granulation tissues,symptom,8,8,25,1,28
clear boundaries,clear boundaries,symptom,27,29,25,0.219373,77
painless,painless,symptom,62,65,25,0.139609,264
lower back,lower back,symptom,24,24,31,0.807971,223
leg pain,leg pain,symptom,58,63,31,0.411373,680
limited movement,limited movement,symptom,109,134,207,0.163269,961
muscle swelling,muscle swelling,symptom,17,17,0,0.654412,89
tumors vary in size,tumors vary in size,symptom,2,2,6,1,1
are round or nodular,are round or nodular,symptom,2,2,6,1,1
solid in texture with a complete capsule,solid in texture with a complete capsule,symptom,2,2,6,1,1
nasal congestion,nasal congestion,symptom,289,600,79,0.150495,6263
myalgia,myalgia,symptom,322,747,0,0.198235,10245
lung infection,lung infection,symptom,183,267,79,0.297004,4946
frozen shoulder,frozen shoulder,symptom,12,12,207,0.484848,32
squared shoulder deformity,squared shoulder deformity,symptom,6,6,207,1,15
painful arc sign,painful arc sign,symptom,6,6,207,1,15
neck,neck,symptom,249,320,207,0.107754,3327
shoulder pain,shoulder pain,symptom,181,241,207,0.161019,2623
limited shoulder joint mobility,limited shoulder joint mobility,symptom,24,29,207,0.297101,82
persistent severe shoulder pain,persistent severe shoulder pain,symptom,9,12,207,0.75,27
muscle contractions,muscle contractions,symptom,11,12,51,0.854545,47
limb spasms,limb spasms,symptom,10,10,51,1,45
carpopedal spasms,carpopedal spasms,symptom,29,30,100,0.421182,171
unsteady gait,unsteady gait,symptom,231,357,31,0.173348,4605
and hallucinations,and hallucinations,symptom,10,10,51,1,45
joint effusion,joint effusion,symptom,59,74,207,0.223261,382
limited shoulder mobility,limited shoulder mobility,symptom,6,6,0,1,15
swelling in the small joints of the fingers,swelling in the small joints of the fingers,symptom,6,6,0,1,15
localized skin redness,localized skin redness,symptom,9,10,207,0.666667,24
heating,heating,symptom,12,12,80,0.590909,39
and pain in the costal cartilage area,and pain in the costal cartilage area,symptom,3,3,207,1,3
skin itching,skin itching,symptom,216,302,100,0.185702,4312
flaking,flaking,symptom,13,13,100,0.602564,47
scaly crusts,scaly crusts,symptom,32,34,100,0.816532,405
and skin pigmentation,and skin pigmentation,symptom,6,6,100,1,15
throat pain,throat pain,symptom,51,64,0,0.4,510
sensation of throat blockage,sensation of throat blockage,symptom,4,4,79,1,6
spasms in the throat,spasms in the throat,symptom,4,4,79,1,6
localized wheezing,localized wheezing,symptom,10,10,79,1,45
purpura,purpura,symptom,325,618,51,0.164577,8665
intravascular coagulation,intravascular coagulation,symptom,27,28,80,0.663818,233
venous hemorrhage,venous hemorrhage,symptom,11,11,80,1,55
mucosal petechiae,mucosal petechiae,symptom,28,29,51,0.473545,179
foot gangrene,foot gangrene,symptom,29,32,80,0.544335,221
microangiopathic hemolytic anemia,microangiopathic hemolytic anemia,symptom,35,35,51,0.415126,247
vesicles on lips,vesicles on lips,symptom,22,24,100,0.857143,198
lymphadenopathy,lymphadenopathy,symptom,547,1156,0,0.110446,16493
malaise,malaise,symptom,244,467,0,0.248431,7365
and mucosal hyperemia,and mucosal hyperemia,symptom,20,20,100,1,190
cyanosis or necrosis of fingers,cyanosis or necrosis of fingers,symptom,35,35,79,0.645378,384
visual disturbances,visual disturbances,symptom,182,274,79,0.233866,3852
hemiparesis,hemiparesis,symptom,138,198,31,0.253253,2394
diplopia,diplopia,symptom,478,943,31,0.110251,12569
dysphagia,dysphagia,symptom,563,1105,51,0.090807,14366
recurrent bleeding,recurrent bleeding,symptom,60,65,31,0.268927,476
fatigue in pregnant women,fatigue in pregnant women,symptom,32,36,80,0.483871,240
